trad_id,cust_id,time,amount,type_label,type
29590,30052,3/3/2010,0,赠送,Presented
29591,30018,3/3/2010,20,正常,Normal
29592,10237,3/3/2010,175,正常,Normal
29593,30184,3/3/2010,0,赠送,Presented
29594,30289,3/3/2010,175,正常,Normal
29606,40055,3/4/2010,0,赠送,Presented
29607,20050,3/4/2010,0,赠送,Presented
29608,30044,3/4/2010,349,正常,Normal
29609,20181,3/4/2010,349,正常,Normal
29610,10109,3/4/2010,0,赠送,Presented
29611,40257,3/4/2010,349,正常,Normal
29612,30248,3/4/2010,0,赠送,Presented
29615,10085,3/4/2010,0,赠送,Presented
29616,10008,3/4/2010,0,赠送,Presented
29617,30213,3/4/2010,349,正常,Normal
29618,20207,3/4/2010,30,正常,Normal
29638,40124,3/5/2010,0,赠送,Presented
29639,20180,3/5/2010,299,正常,Normal
29640,40044,3/5/2010,0,赠送,Presented
29641,10014,3/5/2010,0,赠送,Presented
29642,20095,3/5/2010,349,正常,Normal
29643,20298,3/5/2010,-559,退货,returned_goods
29644,30241,3/5/2010,559,正常,Normal
29645,30104,3/5/2010,22,正常,Normal
29646,30003,3/5/2010,30,正常,Normal
29651,40053,3/5/2010,199,正常,Normal
29652,30172,3/5/2010,0,赠送,Presented
29653,40217,3/5/2010,0,赠送,Presented
29654,10188,3/5/2010,319,正常,Normal
29667,40168,3/6/2010,10,正常,Normal
29668,30088,3/6/2010,15,正常,Normal
29673,30171,3/6/2010,399,正常,Normal
29674,20086,3/6/2010,0,赠送,Presented
29675,40155,3/6/2010,0,赠送,Presented
29685,30025,3/7/2010,0,赠送,Presented
29686,30189,3/7/2010,0,赠送,Presented
29687,30198,3/7/2010,319,正常,Normal
29688,20271,3/7/2010,30,正常,Normal
29691,30037,3/7/2010,0,赠送,Presented
29692,30062,3/7/2010,349,正常,Normal
29693,10041,3/7/2010,0,赠送,Presented
29694,20076,3/7/2010,0,赠送,Presented
29695,10179,3/7/2010,349,正常,Normal
29705,20114,3/7/2010,-168,退货,returned_goods
29706,20034,3/7/2010,168,正常,Normal
29707,40160,3/7/2010,-168,退货,returned_goods
29708,30174,3/7/2010,168,正常,Normal
29710,40249,3/7/2010,10,正常,Normal
29711,10014,3/7/2010,349,正常,Normal
29712,40194,3/7/2010,0,赠送,Presented
29713,20217,3/7/2010,0,赠送,Presented
29725,20263,3/8/2010,0,赠送,Presented
29726,20281,3/8/2010,349,正常,Normal
29727,40111,3/8/2010,0,赠送,Presented
29730,40114,3/8/2010,0,赠送,Presented
29731,30227,3/8/2010,0,赠送,Presented
29732,40110,3/8/2010,271,正常,Normal
29733,30273,3/8/2010,269,正常,Normal
29734,10207,3/8/2010,0,赠送,Presented
29735,40071,3/8/2010,0,赠送,Presented
29736,30010,3/8/2010,349,正常,Normal
29737,20194,3/8/2010,0,赠送,Presented
29743,30187,3/9/2010,15,正常,Normal
29744,40297,3/9/2010,10,正常,Normal
29745,30095,3/9/2010,299,正常,Normal
29746,10201,3/9/2010,-15,退货,returned_goods
29747,40276,3/9/2010,-299,退货,returned_goods
29748,10170,3/9/2010,-10,退货,returned_goods
29749,40189,3/9/2010,-10,退货,returned_goods
29750,20048,3/9/2010,-15,退货,returned_goods
29751,10105,3/9/2010,-299,退货,returned_goods
29752,10061,3/9/2010,15,正常,Normal
29753,20243,3/9/2010,299,正常,Normal
29754,40245,3/9/2010,10,正常,Normal
29755,20200,3/9/2010,10,正常,Normal
29756,20256,3/9/2010,15,正常,Normal
29757,40300,3/9/2010,299,正常,Normal
29758,20201,3/9/2010,-15,退货,returned_goods
29759,30108,3/9/2010,-299,退货,returned_goods
29760,30181,3/9/2010,-10,退货,returned_goods
29761,10042,3/9/2010,10,正常,Normal
29762,10195,3/9/2010,0,赠送,Presented
29763,20111,3/9/2010,15,正常,Normal
29764,10221,3/9/2010,299,正常,Normal
29765,40264,3/9/2010,-269,退货,returned_goods
29766,10147,3/9/2010,269,正常,Normal
29772,30222,3/9/2010,22,正常,Normal
29773,30156,3/9/2010,15,正常,Normal
29774,40041,3/9/2010,-22,退货,returned_goods
29775,40164,3/9/2010,-15,退货,returned_goods
29815,30061,3/12/2010,0,赠送,Presented
29816,10097,3/12/2010,0,赠送,Presented
29817,10032,3/12/2010,10,正常,Normal
29818,20070,3/12/2010,15,正常,Normal
29819,30213,3/12/2010,299,正常,Normal
29822,20063,3/12/2010,0,赠送,Presented
29823,10141,3/12/2010,220,正常,Normal
29824,30149,3/12/2010,0,赠送,Presented
29825,30216,3/12/2010,0,赠送,Presented
29826,10238,3/12/2010,279,正常,Normal
29827,10092,3/12/2010,-269,退货,returned_goods
29828,30295,3/12/2010,269,正常,Normal
29829,10231,3/12/2010,0,赠送,Presented
29830,40170,3/12/2010,0,赠送,Presented
29831,40225,3/12/2010,271,正常,Normal
29837,10213,3/12/2010,0,赠送,Presented
29838,10062,3/12/2010,399,正常,Normal
29839,40269,3/12/2010,-269,退货,returned_goods
29840,40073,3/12/2010,269,正常,Normal
29841,30078,3/12/2010,0,赠送,Presented
29842,30127,3/12/2010,0,赠送,Presented
29843,40297,3/12/2010,271,正常,Normal
29844,40081,3/12/2010,20,正常,Normal
29851,40076,3/13/2010,45,正常,Normal
29852,40205,3/13/2010,0,赠送,Presented
29853,30035,3/13/2010,0,赠送,Presented
29854,30095,3/13/2010,349,正常,Normal
29860,20062,3/13/2010,0,赠送,Presented
29861,40072,3/13/2010,449,正常,Normal
29862,40234,3/13/2010,0,赠送,Presented
29863,10169,3/13/2010,0,赠送,Presented
29864,30285,3/13/2010,0,赠送,Presented
29865,40062,3/13/2010,479,正常,Normal
29876,40173,3/14/2010,40,正常,Normal
29884,40257,3/15/2010,0,赠送,Presented
29885,40055,3/15/2010,449,正常,Normal
29888,30279,3/15/2010,0,赠送,Presented
29889,20298,3/15/2010,349,正常,Normal
29890,10060,3/15/2010,30,正常,Normal
29891,40112,3/15/2010,0,赠送,Presented
29892,10119,3/15/2010,0,赠送,Presented
29893,40209,3/15/2010,0,赠送,Presented
29894,30178,3/15/2010,0,赠送,Presented
29895,10290,3/15/2010,0,赠送,Presented
29896,30261,3/15/2010,0,赠送,Presented
29897,40241,3/15/2010,349,正常,Normal
29898,10128,3/15/2010,0,赠送,Presented
29899,40170,3/15/2010,0,赠送,Presented
29900,40293,3/15/2010,0,赠送,Presented
29901,30027,3/15/2010,0,赠送,Presented
29902,20212,3/15/2010,0,赠送,Presented
29903,20082,3/15/2010,0,赠送,Presented
29904,30162,3/15/2010,279,正常,Normal
29905,10046,3/15/2010,0,赠送,Presented
29926,10024,3/16/2010,60,正常,Normal
29927,20178,3/16/2010,30,正常,Normal
29928,10103,3/16/2010,0,赠送,Presented
29929,40220,3/16/2010,0,赠送,Presented
29930,10157,3/16/2010,424,正常,Normal
29938,20190,3/16/2010,0,赠送,Presented
29939,10079,3/16/2010,479,正常,Normal
29940,30086,3/16/2010,0,赠送,Presented
29941,30166,3/16/2010,0,赠送,Presented
29948,10229,3/16/2010,0,赠送,Presented
29949,40026,3/16/2010,373,正常,Normal
29950,40083,3/16/2010,0,赠送,Presented
29951,10015,3/16/2010,45,正常,Normal
29952,20164,3/16/2010,0,赠送,Presented
29953,10003,3/16/2010,70,正常,Normal
29954,30249,3/16/2010,0,赠送,Presented
29955,10298,3/16/2010,349,正常,Normal
29958,10122,3/17/2010,-40,退货,returned_goods
29959,40075,3/17/2010,40,正常,Normal
29960,10064,3/17/2010,0,赠送,Presented
29961,30286,3/17/2010,10,正常,Normal
29962,20037,3/17/2010,349,正常,Normal
29963,20121,3/17/2010,15,正常,Normal
29964,20147,3/17/2010,0,赠送,Presented
29969,40114,3/17/2010,0,赠送,Presented
29970,40208,3/17/2010,0,赠送,Presented
29971,20223,3/17/2010,424,正常,Normal
29976,40169,3/18/2010,0,赠送,Presented
29977,10211,3/18/2010,0,赠送,Presented
29978,40154,3/18/2010,299,正常,Normal
29982,40141,3/18/2010,271,正常,Normal
29983,20240,3/18/2010,0,赠送,Presented
29984,20024,3/18/2010,0,赠送,Presented
29985,40093,3/18/2010,439,正常,Normal
29986,40136,3/18/2010,0,赠送,Presented
29989,10159,3/18/2010,0,赠送,Presented
29990,40021,3/18/2010,299,正常,Normal
29991,10042,3/18/2010,349,正常,Normal
29995,40164,3/19/2010,299,正常,Normal
29999,20097,3/19/2010,0,赠送,Presented
30000,20197,3/19/2010,50,正常,Normal
30001,40123,3/19/2010,0,赠送,Presented
30004,30087,3/19/2010,0,赠送,Presented
30005,20067,3/19/2010,349,正常,Normal
30006,30092,3/19/2010,0,赠送,Presented
30015,20003,3/19/2010,30,正常,Normal
30020,10210,3/19/2010,359,正常,Normal
30021,20264,3/19/2010,0,赠送,Presented
30027,40037,3/19/2010,40,正常,Normal
30028,20038,3/19/2010,329,正常,Normal
30029,30097,3/19/2010,0,赠送,Presented
30030,20078,3/19/2010,15,正常,Normal
30031,20201,3/20/2010,0,赠送,Presented
30032,20264,3/20/2010,0,赠送,Presented
30033,10142,3/20/2010,319,正常,Normal
30043,40094,3/20/2010,-299,退货,returned_goods
30044,40113,3/20/2010,299,正常,Normal
30046,30169,3/20/2010,349,正常,Normal
30047,30124,3/20/2010,0,赠送,Presented
30048,40123,3/20/2010,0,赠送,Presented
30059,10171,3/21/2010,349,正常,Normal
30060,30024,3/21/2010,0,赠送,Presented
30061,10203,3/21/2010,0,赠送,Presented
30062,40273,3/21/2010,2,正常,Normal
30063,40029,3/21/2010,0,赠送,Presented
30064,10271,3/21/2010,669,正常,Normal
30071,10063,3/21/2010,0,赠送,Presented
30072,40120,3/21/2010,449,正常,Normal
30073,40079,3/21/2010,0,赠送,Presented
30074,20057,3/21/2010,0,赠送,Presented
30075,10227,3/21/2010,449,正常,Normal
30076,20275,3/21/2010,349,正常,Normal
30077,30070,3/21/2010,0,赠送,Presented
30078,10263,3/21/2010,0,赠送,Presented
30079,40016,3/21/2010,0,赠送,Presented
30080,40232,3/21/2010,0,赠送,Presented
30081,30111,3/21/2010,449,正常,Normal
30082,30026,3/21/2010,0,赠送,Presented
30083,10114,3/21/2010,0,赠送,Presented
30084,30259,3/21/2010,2,正常,Normal
30085,40199,3/21/2010,296,正常,Normal
30087,30169,3/21/2010,0,赠送,Presented
30088,40116,3/21/2010,399,正常,Normal
30089,20025,3/21/2010,0,赠送,Presented
30093,10023,3/21/2010,0,赠送,Presented
30094,30159,3/21/2010,0,赠送,Presented
30095,10275,3/21/2010,349,正常,Normal
30099,20171,3/22/2010,349,正常,Normal
30100,10177,3/22/2010,349,正常,Normal
30101,40248,3/22/2010,0,赠送,Presented
30102,30233,3/22/2010,0,赠送,Presented
30107,10048,3/22/2010,399,正常,Normal
30108,20279,3/22/2010,0,赠送,Presented
30111,30051,3/25/2010,0,赠送,Presented
30112,40247,3/25/2010,0,赠送,Presented
30113,40098,3/25/2010,449,正常,Normal
30114,10047,3/25/2010,-449,退货,returned_goods
30115,40194,3/25/2010,449,正常,Normal
30116,20073,3/25/2010,0,赠送,Presented
30117,30084,3/25/2010,449,正常,Normal
30118,10159,3/25/2010,0,赠送,Presented
30119,40248,3/25/2010,898,正常,Normal
30120,40233,3/25/2010,479,正常,Normal
30121,30265,3/25/2010,0,赠送,Presented
30122,40184,3/25/2010,30,正常,Normal
30123,20264,3/25/2010,0,赠送,Presented
30124,30009,3/25/2010,239,正常,Normal
30125,20126,3/25/2010,0,赠送,Presented
30126,30121,3/25/2010,449,正常,Normal
30127,30258,3/25/2010,0,赠送,Presented
30128,30041,3/25/2010,0,赠送,Presented
30129,40207,3/25/2010,0,赠送,Presented
30130,20163,3/25/2010,0,赠送,Presented
30131,40043,3/25/2010,449,正常,Normal
30132,10142,3/25/2010,399,正常,Normal
30133,20203,3/25/2010,449,正常,Normal
30134,30161,3/25/2010,0,赠送,Presented
30135,30132,3/25/2010,0,赠送,Presented
30136,40093,3/25/2010,479,正常,Normal
30137,30264,3/25/2010,0,赠送,Presented
30138,30142,3/25/2010,449,正常,Normal
30139,30190,3/25/2010,0,赠送,Presented
30140,40294,3/25/2010,349,正常,Normal
30141,20241,3/25/2010,0,赠送,Presented
30142,10072,3/25/2010,0,赠送,Presented
30143,30282,3/25/2010,449,正常,Normal
30144,20241,3/25/2010,0,赠送,Presented
30172,20296,3/25/2010,299,正常,Normal
30173,30228,3/25/2010,0,赠送,Presented
30174,20189,3/25/2010,-299,退货,returned_goods
30175,40264,3/25/2010,299,正常,Normal
30189,10273,3/26/2010,-10,退货,returned_goods
30190,40182,3/26/2010,-15,退货,returned_goods
30191,10220,3/26/2010,-299,退货,returned_goods
30192,20001,3/27/2010,0,赠送,Presented
30193,30175,3/27/2010,0,赠送,Presented
30194,40095,3/27/2010,449,正常,Normal
30206,30070,3/28/2010,0,赠送,Presented
30207,20002,3/28/2010,0,赠送,Presented
30208,20023,3/28/2010,449,正常,Normal
30209,10152,3/28/2010,0,赠送,Presented
30210,20113,3/28/2010,0,赠送,Presented
30211,30033,3/28/2010,349,正常,Normal
30212,20199,3/28/2010,0,赠送,Presented
30213,30272,3/28/2010,0,赠送,Presented
30214,20103,3/28/2010,449,正常,Normal
30215,30300,3/28/2010,0,赠送,Presented
30216,30178,3/28/2010,0,赠送,Presented
30217,20018,3/28/2010,449,正常,Normal
30218,30061,3/28/2010,0,赠送,Presented
30219,40118,3/28/2010,735,正常,Normal
30220,30267,3/28/2010,0,赠送,Presented
30221,20170,3/28/2010,0,赠送,Presented
30222,30202,3/28/2010,449,正常,Normal
30223,40206,3/28/2010,0,赠送,Presented
30224,40206,3/28/2010,369,正常,Normal
30225,20187,3/28/2010,0,赠送,Presented
30226,40135,3/28/2010,0,赠送,Presented
30227,10253,3/28/2010,359,正常,Normal
30228,20204,3/28/2010,449,正常,Normal
30229,40257,3/28/2010,0,赠送,Presented
30230,10032,3/28/2010,395,正常,Normal
30231,40123,3/28/2010,404,正常,Normal
30232,10134,3/28/2010,404,正常,Normal
30233,20016,3/28/2010,383,正常,Normal
30234,10024,3/28/2010,0,赠送,Presented
30235,20047,3/28/2010,0,赠送,Presented
30236,30228,3/28/2010,0,赠送,Presented
30237,10261,3/28/2010,0,赠送,Presented
30238,30187,3/28/2010,449,正常,Normal
30239,40083,3/28/2010,0,赠送,Presented
30240,30077,3/28/2010,0,赠送,Presented
30241,10014,3/28/2010,319,正常,Normal
30242,40161,3/28/2010,0,赠送,Presented
30243,30267,3/28/2010,449,正常,Normal
30244,40079,3/28/2010,0,赠送,Presented
30245,10040,3/28/2010,479,正常,Normal
30246,20185,3/28/2010,0,赠送,Presented
30247,30203,3/28/2010,0,赠送,Presented
30248,40108,3/28/2010,349,正常,Normal
30249,10268,3/28/2010,0,赠送,Presented
30250,40265,3/28/2010,0,赠送,Presented
30251,20222,3/28/2010,329,正常,Normal
30252,20105,3/28/2010,0,赠送,Presented
30253,30090,3/28/2010,0,赠送,Presented
30254,10076,3/28/2010,399,正常,Normal
30289,10170,3/29/2010,10,正常,Normal
30290,10139,3/29/2010,0,赠送,Presented
30291,10289,3/29/2010,0,赠送,Presented
30292,20134,3/29/2010,15,正常,Normal
30293,30071,3/29/2010,299,正常,Normal
30294,40015,3/29/2010,0,赠送,Presented
30295,40047,3/29/2010,349,正常,Normal
30296,30002,3/29/2010,0,赠送,Presented
30297,20028,3/29/2010,269,正常,Normal
30298,40034,3/29/2010,0,赠送,Presented
30299,40173,3/29/2010,0,赠送,Presented
30300,20233,3/29/2010,299,正常,Normal
30303,20052,3/29/2010,0,赠送,Presented
30304,30007,3/29/2010,299,正常,Normal
30305,40184,3/29/2010,0,赠送,Presented
30306,20219,3/29/2010,0,赠送,Presented
30307,30113,3/29/2010,0,赠送,Presented
30308,10216,3/29/2010,499,正常,Normal
30311,30121,3/29/2010,0,赠送,Presented
30312,10231,3/29/2010,449,正常,Normal
30313,30054,3/29/2010,0,赠送,Presented
30319,20114,3/30/2010,-449,退货,returned_goods
30320,10007,3/30/2010,269,正常,Normal
30321,10038,3/30/2010,0,赠送,Presented
30322,40015,3/30/2010,0,赠送,Presented
30323,10265,3/30/2010,449,正常,Normal
30324,10047,3/30/2010,0,赠送,Presented
30325,10246,3/30/2010,449,正常,Normal
30326,30235,3/30/2010,0,赠送,Presented
30327,20020,3/30/2010,349,正常,Normal
30328,30089,3/30/2010,0,赠送,Presented
30329,30150,3/30/2010,0,赠送,Presented
30330,20276,3/30/2010,0,赠送,Presented
30331,40293,3/30/2010,399,正常,Normal
30332,40168,3/30/2010,449,正常,Normal
30333,30084,3/30/2010,0,赠送,Presented
30334,30259,3/30/2010,-299,退货,returned_goods
30335,40213,3/30/2010,299,正常,Normal
30336,30185,3/30/2010,0,赠送,Presented
30337,30078,3/30/2010,296,正常,Normal
30339,40184,3/30/2010,0,赠送,Presented
30340,10260,3/30/2010,0,赠送,Presented
30341,40147,3/30/2010,349,正常,Normal
30353,10040,3/30/2010,0,赠送,Presented
30354,30001,3/30/2010,395,正常,Normal
30355,10207,3/30/2010,0,赠送,Presented
30359,40011,3/30/2010,0,赠送,Presented
30360,40291,3/30/2010,0,赠送,Presented
30361,20053,3/30/2010,0,赠送,Presented
30362,10187,3/30/2010,239,正常,Normal
30363,30125,3/30/2010,299,正常,Normal
30366,40063,3/31/2010,0,赠送,Presented
30367,40292,3/31/2010,0,赠送,Presented
30368,10045,3/31/2010,449,正常,Normal
30369,10267,3/31/2010,0,赠送,Presented
30370,30058,3/31/2010,449,正常,Normal
30371,20160,3/31/2010,0,赠送,Presented
30372,20226,3/31/2010,0,赠送,Presented
30373,40041,3/31/2010,0,赠送,Presented
30374,10237,3/31/2010,399,正常,Normal
30375,20037,3/31/2010,-299,退货,returned_goods
30376,30105,3/31/2010,449,正常,Normal
30377,20262,3/31/2010,0,赠送,Presented
30378,30107,3/31/2010,439,正常,Normal
30379,10010,3/31/2010,0,赠送,Presented
30385,10161,3/31/2010,0,赠送,Presented
30386,40215,3/31/2010,349,正常,Normal
30387,10137,3/31/2010,0,赠送,Presented
30392,10270,3/31/2010,0,赠送,Presented
30393,10182,3/31/2010,296,正常,Normal
30396,40263,3/31/2010,-449,退货,returned_goods
30400,10016,4/1/2010,0,赠送,Presented
30401,40171,4/1/2010,0,赠送,Presented
30402,30153,4/1/2010,449,正常,Normal
30405,30147,4/1/2010,0,赠送,Presented
30406,40204,4/1/2010,0,赠送,Presented
30407,40299,4/1/2010,404,正常,Normal
30408,10198,4/1/2010,568,正常,Normal
30409,40144,4/1/2010,568,正常,Normal
30428,30187,4/1/2010,0,赠送,Presented
30429,20290,4/1/2010,0,赠送,Presented
30430,10104,4/1/2010,299,正常,Normal
30431,10233,4/1/2010,0,赠送,Presented
30432,20042,4/1/2010,449,正常,Normal
30433,40042,4/1/2010,0,赠送,Presented
30434,20298,4/1/2010,-439,退货,returned_goods
30437,20053,4/2/2010,0,赠送,Presented
30438,20010,4/2/2010,399,正常,Normal
30439,40186,4/2/2010,0,赠送,Presented
30440,40262,4/2/2010,0,赠送,Presented
30441,40187,4/2/2010,349,正常,Normal
30444,30286,4/2/2010,0,赠送,Presented
30445,10128,4/2/2010,329,正常,Normal
30446,40207,4/2/2010,0,赠送,Presented
30447,10024,4/2/2010,0,赠送,Presented
30448,10281,4/2/2010,0,赠送,Presented
30449,30222,4/2/2010,449,正常,Normal
30453,30006,4/2/2010,0,赠送,Presented
30454,20141,4/2/2010,0,赠送,Presented
30455,10085,4/2/2010,399,正常,Normal
30456,40222,4/2/2010,0,赠送,Presented
30457,10245,4/2/2010,349,正常,Normal
30458,10042,4/2/2010,0,赠送,Presented
30459,30225,4/2/2010,0,赠送,Presented
30460,20232,4/2/2010,349,正常,Normal
30461,30130,4/2/2010,-349,退货,returned_goods
30462,10019,4/2/2010,449,正常,Normal
30463,20196,4/2/2010,332,正常,Normal
30464,40117,4/2/2010,0,赠送,Presented
30471,40078,4/3/2010,0,赠送,Presented
30472,20199,4/3/2010,0,赠送,Presented
30473,40080,4/3/2010,349,正常,Normal
30474,10091,4/3/2010,0,赠送,Presented
30475,10284,4/3/2010,449,正常,Normal
30476,10268,4/3/2010,0,赠送,Presented
30477,30177,4/3/2010,-329,退货,returned_goods
30478,10266,4/3/2010,329,正常,Normal
30479,20017,4/3/2010,0,赠送,Presented
30480,10036,4/3/2010,0,赠送,Presented
30481,20188,4/3/2010,449,正常,Normal
30495,20074,4/3/2010,0,赠送,Presented
30496,20063,4/3/2010,329,正常,Normal
30497,40158,4/3/2010,0,赠送,Presented
30498,10279,4/3/2010,249,正常,Normal
30499,10264,4/3/2010,0,赠送,Presented
30511,30100,4/3/2010,0,赠送,Presented
30512,30058,4/3/2010,319,正常,Normal
30513,30016,4/3/2010,0,赠送,Presented
30543,20107,4/4/2010,0,赠送,Presented
30544,40007,4/4/2010,269,正常,Normal
30545,40134,4/4/2010,0,赠送,Presented
30546,40050,4/4/2010,0,赠送,Presented
30547,10078,4/4/2010,0,赠送,Presented
30548,30050,4/4/2010,349,正常,Normal
30552,30261,4/4/2010,36,正常,Normal
30553,40212,4/4/2010,269,正常,Normal
30554,40053,4/4/2010,0,赠送,Presented
30555,10019,4/4/2010,0,赠送,Presented
30556,20209,4/4/2010,0,赠送,Presented
30557,20299,4/4/2010,499,正常,Normal
30558,10190,4/4/2010,0,赠送,Presented
30559,20092,4/4/2010,0,赠送,Presented
30560,10012,4/4/2010,0,赠送,Presented
30561,20132,4/4/2010,429,正常,Normal
30565,40079,4/5/2010,0,赠送,Presented
30566,30184,4/5/2010,0,赠送,Presented
30567,10172,4/5/2010,0,赠送,Presented
30568,10146,4/5/2010,299,正常,Normal
30572,40293,4/5/2010,269,正常,Normal
30573,10183,4/5/2010,0,赠送,Presented
30584,10079,4/5/2010,0,赠送,Presented
30585,10023,4/5/2010,249,正常,Normal
30606,10277,4/6/2010,319,正常,Normal
30607,20099,4/6/2010,0,赠送,Presented
30608,30210,4/6/2010,426,正常,Normal
30609,10284,4/6/2010,0,赠送,Presented
30610,20130,4/6/2010,379,正常,Normal
30611,40109,4/6/2010,0,赠送,Presented
30615,10120,4/6/2010,0,赠送,Presented
30616,40153,4/6/2010,449,正常,Normal
30617,30156,4/6/2010,0,赠送,Presented
30621,10251,4/7/2010,0,赠送,Presented
30622,30044,4/7/2010,299,正常,Normal
30623,30203,4/7/2010,0,赠送,Presented
30624,10279,4/7/2010,0,赠送,Presented
30625,10247,4/7/2010,0,赠送,Presented
30626,40235,4/7/2010,299,正常,Normal
30634,20011,4/7/2010,0,赠送,Presented
30635,40121,4/7/2010,0,赠送,Presented
30636,30023,4/7/2010,399,正常,Normal
30639,10115,4/8/2010,0,赠送,Presented
30640,30085,4/8/2010,269,正常,Normal
30643,40099,4/8/2010,0,赠送,Presented
30644,30098,4/8/2010,269,正常,Normal
30645,30183,4/8/2010,0,赠送,Presented
30646,10004,4/8/2010,0,赠送,Presented
30647,30266,4/8/2010,449,正常,Normal
30648,10077,4/8/2010,0,赠送,Presented
30649,30064,4/8/2010,0,赠送,Presented
30650,40114,4/8/2010,299,正常,Normal
30656,40035,4/8/2010,0,赠送,Presented
30657,10043,4/8/2010,0,赠送,Presented
30658,20133,4/8/2010,329,正常,Normal
30662,40062,4/8/2010,0,赠送,Presented
30663,20165,4/8/2010,249,正常,Normal
30664,30241,4/8/2010,0,赠送,Presented
30667,10134,4/8/2010,0,赠送,Presented
30668,10011,4/8/2010,0,赠送,Presented
30669,40116,4/8/2010,479,正常,Normal
30679,30006,4/9/2010,0,赠送,Presented
30680,20175,4/9/2010,0,赠送,Presented
30681,30112,4/9/2010,249,正常,Normal
30688,30180,4/9/2010,0,赠送,Presented
30689,30126,4/9/2010,329,正常,Normal
30690,30129,4/9/2010,0,赠送,Presented
30691,20067,4/9/2010,319,正常,Normal
30692,10230,4/9/2010,0,赠送,Presented
30693,30268,4/9/2010,269,正常,Normal
30694,20277,4/9/2010,0,赠送,Presented
30698,20044,4/9/2010,0,赠送,Presented
30699,10202,4/9/2010,0,赠送,Presented
30700,20273,4/9/2010,249,正常,Normal
30713,40080,4/9/2010,0,赠送,Presented
30714,40276,4/9/2010,399,正常,Normal
30715,30104,4/9/2010,0,赠送,Presented
30721,10085,4/9/2010,0,赠送,Presented
30722,20193,4/9/2010,0,赠送,Presented
30723,20049,4/9/2010,449,正常,Normal
30724,10136,4/9/2010,0,赠送,Presented
30725,10006,4/9/2010,249,正常,Normal
30726,30016,4/9/2010,0,赠送,Presented
30727,20159,4/9/2010,30,正常,Normal
30728,20070,4/9/2010,249,正常,Normal
30729,10052,4/9/2010,36,正常,Normal
30730,30033,4/9/2010,0,赠送,Presented
30731,10201,4/10/2010,449,正常,Normal
30732,10251,4/10/2010,299,正常,Normal
30741,20293,4/10/2010,299,正常,Normal
30742,20007,4/10/2010,2,正常,Normal
30743,10176,4/10/2010,299,正常,Normal
30744,30036,4/10/2010,0,赠送,Presented
30745,30038,4/10/2010,269,正常,Normal
30746,20053,4/10/2010,0,赠送,Presented
30747,20268,4/10/2010,0,赠送,Presented
30748,10197,4/10/2010,0,赠送,Presented
30749,30195,4/10/2010,249,正常,Normal
30750,10128,4/10/2010,0,赠送,Presented
30751,40017,4/10/2010,0,赠送,Presented
30752,20164,4/10/2010,449,正常,Normal
30753,30089,4/10/2010,0,赠送,Presented
30754,20275,4/10/2010,0,赠送,Presented
30755,40153,4/10/2010,299,正常,Normal
30771,40065,4/10/2010,0,赠送,Presented
30772,30068,4/10/2010,299,正常,Normal
30773,40291,4/10/2010,0,赠送,Presented
30780,30081,4/10/2010,0,赠送,Presented
30781,30183,4/10/2010,0,赠送,Presented
30782,40244,4/10/2010,399,正常,Normal
30783,30164,4/10/2010,449,正常,Normal
30784,30125,4/10/2010,0,赠送,Presented
30788,30189,4/10/2010,-319,退货,returned_goods
30789,10290,4/10/2010,319,正常,Normal
30804,40092,4/11/2010,349,正常,Normal
30805,30139,4/11/2010,0,赠送,Presented
30806,40267,4/11/2010,0,赠送,Presented
30807,30106,4/11/2010,0,赠送,Presented
30808,20085,4/11/2010,0,赠送,Presented
30809,30273,4/11/2010,449,正常,Normal
30814,20252,4/11/2010,0,赠送,Presented
30815,20033,4/11/2010,0,赠送,Presented
30816,20247,4/11/2010,439,正常,Normal
30819,40223,4/11/2010,0,赠送,Presented
30820,30041,4/11/2010,249,正常,Normal
30821,10136,4/11/2010,0,赠送,Presented
30822,10017,4/11/2010,0,赠送,Presented
30823,40116,4/11/2010,0,赠送,Presented
30824,40025,4/11/2010,399,正常,Normal
30826,20025,4/11/2010,0,赠送,Presented
30827,20286,4/11/2010,0,赠送,Presented
30828,30026,4/11/2010,319,正常,Normal
30849,30077,4/12/2010,0,赠送,Presented
30850,10001,4/12/2010,399,正常,Normal
30851,20090,4/12/2010,0,赠送,Presented
30898,40299,4/14/2010,0,赠送,Presented
30899,30173,4/14/2010,399,正常,Normal
30910,20122,4/14/2010,0,赠送,Presented
30911,40162,4/14/2010,500,正常,Normal
30915,40032,4/14/2010,249,正常,Normal
30916,40183,4/14/2010,0,赠送,Presented
30917,20193,4/14/2010,0,赠送,Presented
30918,10150,4/14/2010,0,赠送,Presented
30919,30258,4/14/2010,399,正常,Normal
30942,30251,4/15/2010,0,赠送,Presented
30943,40245,4/15/2010,0,赠送,Presented
30944,20201,4/15/2010,269,正常,Normal
30950,10136,4/15/2010,0,赠送,Presented
30951,10125,4/15/2010,0,赠送,Presented
30952,10112,4/15/2010,349,正常,Normal
30965,20054,4/15/2010,249,正常,Normal
30966,20187,4/15/2010,0,赠送,Presented
30967,40024,4/15/2010,0,赠送,Presented
30968,20251,4/16/2010,0,赠送,Presented
30969,10126,4/16/2010,449,正常,Normal
30970,20235,4/16/2010,0,赠送,Presented
30971,20099,4/16/2010,249,正常,Normal
30976,40122,4/16/2010,0,赠送,Presented
