"","ID","Prod","Quant","Val","Insp"
"39141","v537","p952",26100,58330,"ok"
"39142","v897","p952",11766,38840,"ok"
"39168","v525","p954",100,1035,"ok"
"39177","v588","p955",52877,2201595,"fraud"
"39178","v495","p955",155,2075,"ok"
"39198","v869","p958",548683,588590,"ok"
"39209","v661","p958",155,1250,"ok"
"39213","v869","p958",445516,495200,"ok"
"39215","v913","p958",277877,32750,"ok"
"39221","v557","p958",133,1310,"ok"
"39230","v18","p960",237613,512520,"ok"
"39246","v598","p963",232877,424815,"ok"
"39257","v598","p963",233850,309940,"ok"
"39278","v918","p964",5655,1950,"fraud"
"39283","v254","p965",1766,10240,"ok"
"39284","v376","p965",7322,25245,"ok"
"39285","v482","p965",516,2185,"ok"
"39286","v277","p965",11955,18435,"ok"
"39302","v871","p966",394888,547705,"ok"
"39304","v3454","p966",112,17875,"fraud"
"39343","v475","p973",12600,22110,"ok"
"39394","v253","p980",13488,34845,"ok"
"39406","v397","p980",47311,121875,"ok"
"39415","v489","p980",31411,169525,"ok"
"39416","v424","p980",6338,31875,"ok"
"39455","v3944","p982",123333,266975,"ok"
"39462","v621","p983",44188,18365,"fraud"
"39479","v288","p985",49324,197755,"ok"
"39485","v522","p985",22280,94545,"ok"
"39523","v3944","p989",25000,64305,"ok"
"39535","v277","p991",40100,130770,"ok"
"39539","v952","p991",36211,137870,"ok"
"39565","v945","p993",27155,133630,"ok"
"39566","v921","p993",15377,61525,"ok"
"39567","v661","p993",466,5165,"ok"
"39568","v661","p993",1211,9565,"ok"
"39604","v534","p994",200,1280,"ok"
"39620","v252","p996",11322,25540,"ok"
"39629","v557","p998",108,1160,"ok"
"39630","v465","p998",20155,34395,"ok"
"39633","v590","p998",16211,28645,"ok"
"39648","v421","p998",127,1110,"ok"
"39660","v594","p1000",16416,83770,"ok"
"39682","v946","p1000",22322,95385,"ok"
"39689","v667","p1000",11377,47215,"ok"
"39698","v596","p1000",121,96525,"fraud"
"39711","v621","p1000",11200,59785,"ok"
"39716","v617","p1000",7405,54465,"ok"
"39719","v473","p1000",24562,128055,"ok"
"39721","v682","p1000",19006,41530,"ok"
"39725","v964","p1000",19544,64475,"ok"
"39738","v629","p1000",2488,57820,"ok"
"39742","v523","p1000",60585,77475,"ok"
"39754","v689","p1001",4817,31495,"ok"
"39755","v679","p1001",8355,45855,"ok"
"39768","v288","p1001",2361,23665,"ok"
"39775","v434","p1001",5655,20750,"ok"
"39792","v669","p1001",11472,57875,"ok"
"39802","v376","p1002",13086,27645,"ok"
"39861","v539","p1014",8412,92300,"ok"
"39865","v811","p1014",103,1040,"ok"
"39876","v3958","p1014",101,1030,"ok"
"39892","v988","p1019",103,1065,"ok"
"39933","v980","p1027",1927,12640,"ok"
"39934","v803","p1027",1032,8650,"ok"
"40024","v910","p1042",9899,30325,"ok"
"40027","v1008","p1042",25334,79045,"ok"
"40036","v3187","p1042",10242,111495,"ok"
"40037","v830","p1042",9733,108740,"ok"
"40210","v1029","p1057",12923,52940,"ok"
"40220","v615","p1059",23262,75960,"ok"
"40251","v253","p1061",12227,55815,"ok"
"40301","v1066","p1068",8056,51200,"ok"
"40303","v1002","p1068",6300,60735,"ok"
"40376","v260","p1077",10303,299105,"ok"
"40415","v687","p1084",17117,109200,"ok"
"40421","v365","p1084",129685,81780,"fraud"
"40439","v621","p1086",2816,34195,"ok"
"40443","v483","p1086",4363,38240,"ok"
"40455","v988","p1086",3336,100240,"ok"
"40472","v590","p1088",5180,35775,"ok"
"40474","v671","p1088",9490,53560,"ok"
"40516","v598","p1096",7100,35185,"ok"
"40521","v629","p1096",54331,169010,"ok"
"40523","v1027","p1096",27086,51905,"ok"
"40561","v982","p1099",100,1005,"ok"
"40568","v1125","p1099",113,1155,"ok"
"40605","v1154","p1101",1034,8635,"ok"
"40608","v869","p1101",36839,112135,"ok"
"40612","v1044","p1101",18183,44750,"ok"
"40613","v556","p1101",2822,9600,"ok"
"40621","v250","p1101",488,11510,"ok"
"40630","v1147","p1101",22561,1165,"fraud"
"40653","v869","p1101",4416,13570,"ok"
"40657","v70","p1101",1282,24440,"ok"
"40663","v353","p1101",383,6840,"ok"
"40664","v305","p1101",572,13910,"ok"
"40672","v1166","p1103",101,1030,"ok"
"40679","v1911","p1103",8766,11115,"ok"
"40685","v1174","p1103",102,1010,"ok"
"40778","v256","p1109",8853,50810,"ok"
"40879","v1313","p1114",101,1015,"ok"
"40888","v152","p1114",188,15725,"ok"
"40889","v1117","p1114",101,1075,"ok"
"40893","v1225","p1115",3433,61920,"ok"
"40977","v3941","p1121",100,1020,"ok"
"40985","v1160","p1121",112,1075,"ok"
"40986","v1172","p1121",101,1030,"ok"
"40987","v655","p1121",105,1025,"ok"
"40993","v2636","p1121",113,1050,"ok"
"40994","v1244","p1121",117,1065,"ok"
"41008","v1154","p1121",105,1050,"ok"
"41020","v1344","p1121",100,1050,"ok"
"41037","v1259","p1121",109,1045,"ok"
"41662","v1395","p1129",10935,49990,"ok"
"41679","v356","p1131",184446,271620,"ok"
"41687","v356","p1131",207875,296565,"ok"
"41688","v356","p1131",215290,349090,"ok"
"41724","v151","p1140",100,1085,"ok"
"41750","v356","p1144",132113,352165,"ok"
"41754","v525","p1144",100,1020,"ok"
"41813","v664","p1149",102,1025,"ok"
"41814","v664","p1149",101,1005,"ok"
"41820","v431","p1151",102,1155,"ok"
"41821","v769","p1151",101,1040,"ok"
"41825","v1128","p1151",102,1200,"ok"
"41829","v472","p1151",100,1210,"ok"
"41833","v547","p1151",101,1210,"ok"
"41837","v2026","p1151",102,1050,"ok"
"41839","v935","p1151",183,1210,"ok"
"41864","v1424","p1151",100,1185,"ok"
"41937","v431","p1158",100,1050,"ok"
"42020","v1454","p1166",25932,200840,"ok"
"42024","v1454","p1166",18475,166910,"ok"
"42048","v1454","p1168",26419,146190,"ok"
"42202","v431","p1194",100,1040,"ok"
"42212","v431","p1194",100,1040,"ok"
"42214","v431","p1194",101,1075,"ok"
"42310","v1282","p1199",101,1025,"ok"
"42495","v4069","p1213",103,1270,"ok"
"42502","v596","p1213",111,971905,"fraud"
"42504","v1495","p1213",100,1110,"ok"
"42556","v1543","p1213",100,1020,"ok"
"42566","v1560","p1214",101,1140,"ok"
"42575","v662","p1214",22620,1165615,"ok"
"42580","v988","p1214",6929,564440,"ok"
"42666","v1571","p1214",100,1030,"ok"
"42671","v1552","p1214",102,1220,"ok"
"42674","v1322","p1214",108,1035,"ok"
"42678","v1326","p1214",108,1200,"ok"
"42685","v1488","p1214",15192,392455,"ok"
"42699","v1393","p1215",115,1225,"ok"
"42709","v1616","p1215",103,1165,"ok"
"42712","v1610","p1215",102,1110,"ok"
"42764","v773","p1215",102,1285,"ok"
"42766","v1401","p1215",102,1280,"ok"
"42801","v1577","p1215",100,1095,"ok"
"42810","v1606","p1215",108,1205,"ok"
"42819","v1346","p1215",101,1205,"ok"
"42831","v1553","p1215",105,1275,"ok"
"42836","v773","p1215",109,1130,"ok"
"42844","v1540","p1215",106,1085,"ok"
"42853","v1608","p1215",101,1065,"ok"
"42854","v333","p1215",101,1170,"ok"
"42964","v1548","p1221",10666,147710,"ok"
"42967","v662","p1221",3310,170165,"ok"
"42973","v596","p1221",3665,85420,"ok"
"42978","v1629","p1221",1255,62795,"ok"
"43010","v1495","p1225",100,1070,"ok"
"43043","v4073","p1225",677,48865,"ok"
"43053","v1647","p1225",368594,16585,"fraud"
"43092","v596","p1228",100,1030,"ok"
"43094","v935","p1228",33369,117175,"ok"
"43097","v1087","p1228",11911,45040,"ok"
"43151","v29","p1234",102,1020,"ok"
"43153","v851","p1234",102,1100,"ok"
"43275","v431","p1242",102,2470,"ok"
"43276","v1679","p1242",100,1110,"ok"
"43277","v1679","p1242",100,1440,"ok"
"43278","v431","p1242",107,6510,"ok"
"43279","v3973","p1242",102,1780,"ok"
"43280","v1335","p1242",100,1090,"ok"
"43306","v1263","p1244",641,5615,"ok"
"43364","v29","p1251",3756,31160,"ok"
"43372","v1335","p1251",890,21145,"ok"
"43611","v1423","p1264",100,1165,"ok"
"43612","v2771","p1264",116,1040,"ok"
"43656","v1752","p1272",371030,155240,"ok"
"43776","v460","p1292",106,1100,"ok"
"43786","v1770","p1293",32207,116620,"ok"
"43824","v1788","p1299",463914,231960,"ok"
"43980","v169","p1327",1488,21100,"ok"
"43989","v3950","p1327",2877,6740,"ok"
"43999","v3810","p1327",12046,27490,"ok"
"44014","v676","p1327",1082,11090,"ok"
"44016","v982","p1327",17282,48730,"ok"
"44029","v686","p1327",600,15645,"ok"
"44033","v4121","p1327",2436,54895,"ok"
"44037","v1820","p1328",41311,314530,"ok"
"44039","v963","p1328",66851,263715,"ok"
"44040","v963","p1328",71120,285720,"ok"
"44048","v1825","p1328",51533,329795,"ok"
"44086","v4134","p1330",21242,134430,"ok"
"44087","v1842","p1330",28494,145440,"ok"
"44096","v963","p1331",13327,585615,"ok"
"44097","v963","p1331",17314,374740,"ok"
"44282","v789","p1374",14039,34155,"ok"
"44285","v790","p1374",38807,29725,"ok"
"44322","v1151","p1381",100,1005,"ok"
"44323","v1158","p1381",102,1075,"ok"
"44369","v4153","p1389",38115,33750,"ok"
"44377","v1893","p1390",135105,79950,"ok"
"44381","v4155","p1390",112,12530,"fraud"
"44449","v617","p1396",116,1125,"ok"
"44454","v809","p1396",531,17480,"ok"
"44466","v1146","p1398",126,1020,"ok"
"44468","v672","p1398",111,1085,"ok"
"44476","v1052","p1398",8733,78275,"ok"
"44502","v406","p1398",111,1050,"ok"
"44554","v364","p1408",62615,19075,"ok"
"44581","v3879","p1410",113,1040,"ok"
"44594","v4161","p1411",101,2540,"fraud"
"44606","v510","p1413",6961,38175,"ok"
"44607","v364","p1413",155,7675,"fraud"
"44684","v662","p1421",17150,57800,"ok"
"44715","v1731","p1424",4805,25755,"ok"
"44717","v1921","p1424",2477,30700,"ok"
"44728","v739","p1424",440,16435,"ok"
"44731","v1081","p1424",3220,16120,"ok"
"44735","v4147","p1424",4612,22660,"ok"
"44737","v404","p1424",101,3675,"fraud"
"44795","v431","p1431",100,2515,"fraud"
"44819","v1282","p1436",102,1025,"ok"
"44820","v356","p1436",936,2510,"ok"
"44821","v431","p1436",NA,1010,"ok"
"44822","v431","p1436",NA,1005,"ok"
"44823","v1146","p1436",102,1055,"ok"
"44824","v4011","p1436",108,1275,"ok"
"44825","v1154","p1436",2723,1160,"ok"
"44826","v19","p1436",145,2640,"ok"
"44889","v1166","p1437",101,1015,"ok"
"44890","v1361","p1437",101,1230,"ok"
"44891","v1146","p1437",107,1160,"ok"
"44892","v1361","p1437",101,1010,"ok"
"45077","v165","p1439",24086,8580,"ok"
"45086","v2257","p1439",330,33995,"ok"
"45093","v869","p1440",24533,27540,"ok"
"45096","v1201","p1440",38575,12400,"ok"
"45321","v1155","p1462",108,1015,"ok"
"45322","v1456","p1462",113,1210,"ok"
"45350","v2008","p1464",447,12150,"ok"
"45356","v2013","p1464",563,12885,"ok"
"45357","v662","p1464",122,14635,"ok"
"45360","v1154","p1464",2300,1075,"fraud"
"45370","v641","p1464",313,18040,"ok"
"45401","v739","p1467",447,8115,"ok"
"45432","v1712","p1467",180,5505,"ok"
"45436","v608","p1467",118,7055,"ok"
"45438","v152","p1467",7100,52470,"ok"
"45443","v727","p1467",1433,8545,"ok"
"45524","v3969","p1471",100,1010,"ok"
"45525","v3303","p1471",101,1015,"ok"
"45530","v1145","p1471",103,1015,"ok"
"45542","v621","p1471",116,1020,"ok"
"45672","v838","p1487",101,1155,"ok"
"45780","v1950","p1509",1037,91330,"ok"
"45804","v2081","p1510",375,32055,"ok"
"45813","v1298","p1511",9304,319205,"ok"
"45939","v3978","p1523",101,1225,"ok"
"45941","v4177","p1523",123,163090,"fraud"
"45972","v4010","p1528",157,1300,"ok"
"45985","v2120","p1528",19172,188145,"ok"
"45998","v1949","p1528",112,1205,"ok"
"46001","v1080","p1528",140,1605,"ok"
"46002","v4010","p1528",108,1460,"ok"
"46010","v2131","p1528",2306,163205,"fraud"
"46060","v2109","p1533",656,4800,"ok"
"46061","v1132","p1533",361,3725,"ok"
"46062","v4044","p1533",1111,13740,"ok"
"46063","v2151","p1533",290,5725,"ok"
"46064","v854","p1533",17939,106490,"ok"
"46065","v2123","p1533",3502,23350,"ok"
"46066","v2161","p1533",7831,76950,"ok"
"46067","v2362","p1533",9146,45780,"ok"
"46068","v2165","p1533",2846,18800,"ok"
"46069","v4195","p1533",14020,87610,"ok"
"46070","v2103","p1533",8601,53590,"ok"
"46071","v2153","p1533",6910,34285,"ok"
"46072","v4186","p1533",3005,18645,"ok"
"46073","v1190","p1533",1495,10420,"ok"
"46074","v2065","p1533",663,6785,"ok"
"46087","v4044","p1534",159,1670,"ok"
"46098","v2115","p1534",190,1895,"ok"
"46100","v4198","p1534",109,1270,"ok"
"46113","v4196","p1534",186,2010,"ok"
"46125","v2118","p1535",6300,76940,"ok"
"46129","v2115","p1535",17034,126660,"ok"
"46143","v2179","p1539",45061,288175,"ok"
"46144","v2180","p1539",119,111725,"fraud"
"46197","v2179","p1549",26795,167745,"ok"
"46198","v2191","p1549",21531,132685,"ok"
"46204","v1409","p1549",40600,153505,"ok"
"46273","v472","p1559",198,2250,"ok"
"46613","v2240","p1584",101,1030,"ok"
"46627","v2089","p1584",100,1040,"ok"
"46633","v2243","p1584",101,1030,"ok"
"47128","v747","p1601",19979,233670,"ok"
"47135","v2318","p1601",12705,131575,"ok"
"47137","v2222","p1601",25186,158960,"ok"
"47150","v2243","p1601",101,1025,"ok"
"47155","v2222","p1601",14981,245325,"ok"
"47166","v1377","p1601",101,1030,"ok"
"47168","v2324","p1601",7935,106185,"ok"
"47172","v2002","p1601",100,1025,"ok"
"47217","v1909","p1605",116,1145,"fraud"
"47231","v1907","p1605",417,14980,"ok"
"47239","v1909","p1605",1008,18600,"ok"
"47400","v1568","p1619",1889,38590,"ok"
"47401","v1568","p1619",1428,32670,"ok"
"47481","v1679","p1629",100,1010,"ok"
"47754","v1208","p1667",102,1110,"ok"
"47758","v747","p1667",108,1045,"ok"
"47759","v1109","p1667",104,1165,"ok"
"47761","v1149","p1667",102,1120,"ok"
"47762","v777","p1667",101,1115,"ok"
"47767","v27","p1667",102,1200,"ok"
"47772","v739","p1667",105,1215,"ok"
"47774","v2372","p1667",102,1110,"ok"
"47855","v1298","p1669",300,6555,"ok"
"47867","v1109","p1669",269,9710,"ok"
"47877","v1307","p1669",338,6990,"ok"
"47883","v4021","p1669",476,20040,"ok"
"47893","v739","p1669",410,9635,"ok"
"47910","v1395","p1672",53617,336790,"ok"
"47911","v1398","p1672",53340,353145,"ok"
"47925","v1395","p1673",102073,481120,"ok"
"47928","v1398","p1673",310356,1533595,"ok"
"47992","v1200","p1676",9153,39255,"ok"
"48003","v3418","p1676",11742,38360,"ok"
"48011","v2400","p1676",11973,53560,"ok"
"48033","v2395","p1676",28645,175295,"ok"
"48041","v2395","p1676",10132,38030,"ok"
"48053","v496","p1676",7788,104345,"ok"
"48076","v1200","p1679",25438,139765,"ok"
"48079","v1200","p1679",25406,167570,"ok"
"48086","v1200","p1679",37076,169060,"ok"
"48102","v1200","p1679",34648,243705,"ok"
"48141","v2425","p1681",35365,590920,"ok"
"48147","v2169","p1681",145,1250,"ok"
"48151","v2127","p1681",201,1545,"ok"
"48153","v1934","p1681",114,1285,"ok"
"48154","v1934","p1681",122,1820,"ok"
"48158","v2431","p1681",419,2050,"ok"
"48170","v2133","p1682",4130,182795,"ok"
"48176","v2206","p1682",1726,179610,"ok"
"48178","v2384","p1682",11330,744910,"ok"
"48191","v416","p1682",4468,296290,"ok"
"48215","v4240","p1684",2887,43400,"ok"
"48219","v2436","p1684",6375,55185,"ok"
"48244","v4196","p1690",115,1280,"ok"
"48248","v2404","p1690",236,2845,"ok"
"48254","v12","p1690",101,1010,"ok"
"48266","v2161","p1691",1235,27270,"ok"
"48267","v2438","p1691",665,17195,"ok"
"48268","v2069","p1691",166,5265,"ok"
"48351","v2270","p1701",119,24515,"fraud"
"48367","v662","p1702",1497,135795,"ok"
"48389","v1371","p1702",101,1015,"ok"
"48397","v2270","p1702",138,48075,"fraud"
"48432","v333","p1706",100,1020,"ok"
"48434","v976","p1706",5600,113565,"ok"
"48452","v2052","p1706",100,1055,"ok"
"48463","v662","p1706",102,1055,"ok"
"48464","v1144","p1706",101,1070,"ok"
"48469","v1148","p1706",100,1025,"ok"
"48478","v2017","p1706",100,1035,"ok"
"48498","v2045","p1706",101,1075,"ok"
"48529","v2210","p1706",25050,757615,"ok"
"48531","v2270","p1706",182,113685,"fraud"
"48726","v1085","p1713",2669,68860,"ok"
"48732","v2496","p1714",4428,43245,"ok"
"48733","v2270","p1714",102,5095,"fraud"
"48739","v1371","p1715",571,32620,"ok"
"48740","v1276","p1715",1403,61520,"ok"
"48757","v4021","p1715",508,26165,"ok"
"48762","v2427","p1715",2324,60190,"ok"
"48779","v1163","p1715",3833,131935,"ok"
"48809","v2046","p1718",101,1160,"ok"
"48928","v1178","p1728",660,31730,"ok"
"48963","v1159","p1728",1215,26920,"ok"
"48970","v1950","p1728",410,27910,"ok"
"48977","v2273","p1728",1262,72320,"ok"
"48978","v2278","p1728",1000,80910,"ok"
"48983","v2492","p1728",1641,42910,"ok"
"49216","v4254","p1740",717,3890,"ok"
"49233","v4256","p1747",4011,37375,"ok"
"49330","v2058","p1761",3697,28735,"ok"
"49331","v2062","p1761",269,3895,"ok"
"49332","v1969","p1761",183,2315,"ok"
"49333","v2203","p1761",263,3785,"ok"
"49334","v2069","p1761",357,7905,"ok"
"49335","v2523","p1761",272,4045,"ok"
"49637","v4264","p1796",9245,59415,"ok"
"49653","v2447","p1800",101,1055,"ok"
"49749","v976","p1814",3107,181570,"ok"
"49760","v976","p1814",2903,147355,"ok"
"49764","v1282","p1814",1286,37780,"ok"
"49767","v2439","p1814",8988,94125,"ok"
"49791","v1208","p1814",2100,46715,"ok"
"49793","v2257","p1814",3065,117790,"ok"
"49806","v1243","p1814",1986,76500,"ok"
"49815","v2222","p1815",437,17255,"ok"
"49892","v2002","p1818",100,1070,"ok"
"50044","v1146","p1833",492,20905,"ok"
"50045","v1155","p1833",695,33995,"ok"
"50049","v2222","p1833",4290,151340,"ok"
"50067","v1139","p1833",638,28470,"ok"
"50071","v1301","p1833",858,27960,"ok"
"50075","v1243","p1833",1033,44355,"ok"
"50079","v1209","p1833",723,24665,"ok"
"50093","v2077","p1833",762,36915,"ok"
"50099","v2087","p1833",2108,85630,"ok"
"50100","v2219","p1833",1377,21580,"ok"
"50102","v2461","p1833",3433,53445,"ok"
"50172","v1039","p1838",100,1040,"ok"
"50177","v1146","p1840",101,1035,"ok"
"50346","v986","p1856",7486,28305,"ok"
"50538","v2281","p1869",835,50660,"ok"
"50540","v2551","p1869",4075,80345,"ok"
"50544","v2551","p1869",2855,103240,"ok"
"50558","v553","p1870",12186,88915,"ok"
"50793","v2222","p1906",294,209220,"fraud"
"50801","v2463","p1906",101,1080,"ok"
"50802","v2345","p1906",100,1100,"ok"
"50837","v662","p1909",336,14495,"ok"
"50841","v664","p1909",252,11295,"ok"
"50847","v2545","p1909",1388,44775,"ok"
"50850","v4275","p1910",147,3555,"ok"
"50851","v1146","p1910",120,1675,"ok"
"50852","v1146","p1910",102,1045,"ok"
"50853","v1147","p1910",117,1355,"ok"
"50854","v333","p1910",145,3820,"ok"
"50855","v333","p1910",101,1095,"ok"
"50856","v1560","p1910",NA,1030,"ok"
"50857","v4011","p1910",152,4085,"ok"
"50858","v1154","p1910",108,1045,"ok"
"50859","v1155","p1910",103,1045,"ok"
"50860","v333","p1910",102,1195,"ok"
"50861","v2582","p1910",205,5780,"ok"
"50964","v1678","p1911",121,4765,"ok"
"50968","v663","p1911",288,13135,"ok"
"50978","v852","p1911",109,4010,"ok"
"50982","v2356","p1912",101,1005,"ok"
"50988","v1139","p1912",100,1010,"ok"
"50992","v1248","p1912",830,3615,"ok"
"51003","v9","p1912",1036,4730,"ok"
"51008","v4278","p1913",456,7495,"ok"
"51021","v4278","p1913",539,8145,"ok"
"51026","v662","p1913",336,18590,"ok"
"51038","v663","p1913",255,17645,"ok"
"51050","v4147","p1913",145,6040,"ok"
"51060","v2582","p1913",220,6825,"ok"
"51065","v809","p1913",342,6720,"ok"
"51068","v2563","p1913",216,6645,"ok"
"51082","v2269","p1914",100,1060,"ok"
"51091","v1172","p1914",101,1015,"ok"
"51098","v1176","p1914",100,1030,"ok"
"51100","v1138","p1914",100,1030,"ok"
"51138","v1156","p1914",1221,47540,"ok"
"51142","v2458","p1914",100,1085,"ok"
"51166","v1141","p1914",100,1015,"ok"
"51172","v818","p1915",300,13420,"ok"
"51176","v663","p1915",218,8765,"ok"
"51182","v4040","p1915",403,6470,"ok"
"51183","v2478","p1915",183,21240,"ok"
"51196","v1361","p1917",100,1005,"ok"
"51224","v1205","p1917",218,6235,"ok"
"51227","v1137","p1917",254,7625,"ok"
"51237","v749","p1917",186,7045,"ok"
"51241","v1465","p1917",255,5170,"ok"
"51242","v1361","p1917",100,1005,"ok"
"51250","v988","p1917",111,7040,"ok"
"51256","v662","p1917",123,4495,"ok"
"51264","v747","p1917",154,13690,"ok"
"51275","v1148","p1917",2241,1085,"fraud"
"51277","v1043","p1917",121,5160,"ok"
"51281","v333","p1917",143,4210,"ok"
"51298","v1156","p1917",106,4170,"ok"
"51309","v4021","p1917",126,5690,"ok"
"51328","v2592","p1917",242,13115,"ok"
"51329","v2592","p1917",271,7825,"ok"
"51334","v2589","p1917",225,8380,"ok"
"51336","v1243","p1917",141,4280,"ok"
"51337","v1149","p1917",126,7015,"ok"
"51341","v1156","p1917",157,15480,"ok"
"51342","v1964","p1917",445,11955,"ok"
"51365","v2563","p1917",152,7290,"ok"
"51398","v662","p1918",190,12940,"ok"
"51441","v1213","p1918",216,9025,"ok"
"51442","v4196","p1918",206,4810,"ok"
"51454","v1726","p1918",109,4415,"ok"
"51473","v1146","p1919",109,1045,"ok"
"51474","v1155","p1919",101,1025,"ok"
"51475","v1278","p1919",109,1690,"ok"
"51476","v1174","p1919",NA,1005,"ok"
"51477","v1139","p1919",104,1100,"ok"
"51478","v2232","p1919",101,1040,"ok"
"51498","v539","p1920",150,7225,"ok"
"51508","v397","p1920",2322,7865,"ok"
"51529","v1284","p1921",431,23365,"ok"
"51546","v1284","p1921",149,4145,"ok"
"51549","v2545","p1921",173,4330,"ok"
"51559","v1085","p1921",170,5375,"ok"
"51607","v1678","p1923",118,9920,"ok"
"51609","v2472","p1923",159,17455,"ok"
"51611","v4281","p1923",211,30590,"ok"
"51612","v2594","p1923",190,11600,"ok"
"51615","v1988","p1923",211,12530,"ok"
"51620","v2020","p1923",243,22525,"ok"
"51635","v1043","p1923",138,22955,"ok"
"51798","v1623","p1937",100,1010,"ok"
"51951","v805","p1940",5172,119910,"ok"
"51996","v333","p1941",2205,32205,"ok"
"52020","v2551","p1941",2377,41235,"ok"
"52021","v596","p1941",1322,32935,"ok"
"52023","v473","p1941",6200,35740,"ok"
"52024","v1971","p1941",3664,135000,"ok"
"52033","v333","p1941",924,35020,"ok"
"52046","v1085","p1941",960,90380,"ok"
"52170","v1270","p1954",216,1005,"fraud"
"52197","v1258","p1956",102,1130,"ok"
"52198","v2095","p1956",101,1020,"ok"
"52205","v1940","p1956",104,1110,"ok"
"52206","v2155","p1956",101,1045,"ok"
"52210","v1085","p1956",109,1175,"ok"
"52212","v1196","p1956",101,1050,"ok"
"52225","v2270","p1958",4266,1160,"fraud"
"52254","v1250","p1963",1761,112240,"ok"
"52263","v4286","p1964",3522,25765,"ok"
"52266","v662","p1965",768,23185,"ok"
"52564","v1055","p1990",1088,38945,"ok"
"52569","v1284","p1990",7594,100375,"ok"
"52578","v1989","p1990",21062,256240,"ok"
"52583","v1284","p1990",8280,111430,"ok"
"52584","v1184","p1990",1938,92725,"ok"
"52607","v1205","p1992",2561,59430,"ok"
"52609","v2240","p1992",100,1015,"ok"
"52612","v2595","p1992",100,1010,"ok"
"52625","v483","p1993",3385,27635,"ok"
"52642","v483","p1993",3988,30690,"ok"
"52772","v44","p2001",102,1070,"ok"
"52775","v45","p2001",101,1090,"ok"
"52776","v45","p2001",101,1125,"ok"
"52790","v710","p2001",101,1105,"ok"
"52894","v3737","p2009",102,1120,"ok"
"52898","v529","p2010",2200,61950,"ok"
"52935","v152","p2013",100,1100,"ok"
"53031","v529","p2028",9995,153140,"ok"
"53556","v43","p2068",103,1060,"ok"
"53557","v43","p2068",105,1115,"ok"
"53558","v45","p2068",103,1110,"ok"
"53569","v1676","p2068",100,1060,"ok"
"53602","v4299","p2068",100,1040,"ok"
"53603","v1693","p2068",101,1105,"ok"
"53616","v1719","p2068",100,1110,"ok"
"53626","v1735","p2068",101,1050,"ok"
"53630","v1085","p2068",101,1120,"ok"
"53909","v1709","p2088",160,5945,"ok"
"53910","v1150","p2088",122,7240,"ok"
"53920","v1241","p2088",372,8425,"ok"
"53945","v1705","p2089",691,65860,"ok"
"53957","v2685","p2089",179,18135,"ok"
"53968","v1720","p2089",361,37635,"ok"
"53970","v2648","p2089",136,17570,"ok"
"54074","v2682","p2091",2400,126420,"ok"
"54666","v1679","p2108",195,17045,"ok"
"54711","v2029","p2108",324,12810,"ok"
"54733","v1673","p2108",372,31565,"ok"
"54744","v1666","p2109",100,1065,"ok"
"55465","v4316","p2134",350,11105,"ok"
"55506","v2701","p2140",111,10725,"fraud"
"55507","v1720","p4277",115,3240,"ok"
"55508","v2029","p4277",150,7495,"ok"
"55584","v1680","p2144",313,24100,"ok"
"55585","v54","p2144",702,37765,"ok"
"55607","v1680","p2145",756,84955,"ok"
"55613","v1679","p2145",248,26960,"ok"
"55629","v1673","p2148",333,42360,"ok"
"55639","v1085","p2150",100,1040,"ok"
"55640","v1679","p2151",100,1040,"ok"
"55906","v1178","p2170",156,4635,"ok"
"55907","v1679","p2170",108,1460,"ok"
"55908","v1154","p2170",176,2505,"ok"
"55909","v1155","p2170",NA,1005,"ok"
"55910","v2279","p2170",127,2550,"ok"
"55911","v2279","p2170",128,2015,"ok"
"55912","v1376","p2170",112,5125,"ok"
"55913","v4029","p2170",102,1035,"ok"
"55914","v1675","p2170",101,1770,"ok"
"55915","v2660","p2170",105,3590,"ok"
"55916","v2269","p2170",103,1225,"ok"
"55917","v2472","p2170",102,2910,"ok"
"55918","v1170","p2170",121,1560,"ok"
"55919","v1276","p2170",162,3595,"ok"
"55920","v2675","p2170",140,1835,"ok"
"55921","v1171","p2170",105,1260,"ok"
"55922","v1278","p2170",158,5015,"ok"
"55923","v1160","p2170",114,2100,"ok"
"56201","v44","p4280",137,1190,"ok"
"56229","v2294","p2211",345,11700,"ok"
"56236","v1022","p2211",645,6985,"ok"
"56246","v662","p2211",503,17110,"ok"
"56253","v333","p2211",365,14890,"ok"
"56263","v594","p2211",167,6590,"ok"
"56272","v1803","p2211",1513,11955,"ok"
"56273","v3108","p2211",1961,24585,"ok"
"56274","v1149","p2211",1020,16690,"ok"
"56355","v54","p2223",1222,44465,"ok"
"56391","v893","p2230",102,1080,"ok"
"56563","v1679","p2258",100,1025,"ok"
"56564","v4088","p2258",101,1065,"ok"
"56566","v3678","p2258",100,1040,"ok"
"56578","v1666","p2258",100,1030,"ok"
"56686","v333","p2269",6151,807170,"ok"
"56690","v664","p2269",114,367115,"fraud"
"56718","v1639","p2271",782,38865,"ok"
"56720","v2747","p2271",3847,57430,"ok"
"56729","v1648","p2271",2294,49065,"ok"
"56854","v1571","p2273",100,1005,"ok"
"56858","v1623","p2273",114,34080,"fraud"
"56870","v1645","p2273",2855,1120,"fraud"
"56880","v662","p2273",10760,185190,"ok"
"56885","v664","p2273",12125,76835,"ok"
"56892","v596","p2273",3592,61320,"ok"
