"","application_id","bad_ind","vehicle_year","vehicle_make","bankruptcy_ind","tot_derog","tot_tr","age_oldest_tr","tot_open_tr","tot_rev_tr","tot_rev_debt","tot_rev_line","rev_util","fico_score","purch_price","msrp","down_pyt","loan_term","loan_amt","ltv","tot_income","veh_mileage","used_ind"
"1287",9867127,"0",1994,"GEO","N",2,20,125,NA,8,9277,20514,45,641,5055,4450,1500,36,3555,129,4500,72000,1
"1288",9426082,"1",2000,"CHEVY","N",1,9,20,3,0,0,1220,0,681,26362,20516,3800,60,22562,116,4800,0,0
"1289",9362739,"0",1994,"MERCURY","Y",1,11,55,6,2,792,2000,40,696,12786,12500,0,54,12286,112,3416.67,57488,1
"1290",798190,"0",2000,"OLDS","N",0,25,131,13,9,11893,11489,104,629,24088,24745,0,60,24088,103,3500,1,0
"1291",1851090,"0",2000,"CHEVY","N",0,23,230,3,2,22823,28750,79,742,16220,17673,1884,60,14336,81,4666.67,1,0
"1292",4641636,"0",2000,"ISUZU","N",0,20,138,NA,NA,9998,0,0,747,23228,24990,0,48,23228,95,3583.33,1,0
"1293",3927991,"1",2000,"DODGE","N",13,20,66,NA,7,2451,2820,87,510,10641,10950,0,60,8023,83,1666.67,11000,1
"1294",1038043,"1",1996,"CHEVY","N",1,20,129,7,4,4386,13763,32,684,20200,23525,0,66,20200,88,4166.67,70000,1
"1295",3819032,"0",1997,"PONTIAC","N",0,1,17,NA,1,527,1600,33,702,12238.68,9400,0,60,12003.68,128,3541.67,40000,1
"1296",2386622,"0",1999,"PONTIAC","N",0,11,266,NA,2,839,18300,5,811,20609,20000,3000,36,17609,88,2916.67,4390,1
"1297",2347187,"1",2000,"HUUNDAI","N",0,18,174,8,6,22060,41100,54,720,19847.3,1,750,66,19097.3,96,0,1,0
"1298",6714634,"0",2000,"TOYOTA","N",0,16,86,NA,7,6876,51708,13,698,13333.56,17002,0,60,13333.56,84,2000,28,0
"1299",6968469,"1",1997,"CHEVY","N",1,19,431,1,1,5594,11330,49,654,15269,15300,0,60,14769,97,3833.33,80000,1
"1300",9264768,"0",1992,"CHEVROLET","N",0,3,62,1,0,0,0,0,755,10630,8000,300,42,10330,130,2500,48,1
"1301",854905,"0",2000,"TOYOTA","N",0,19,160,4,1,25128,27597,91,751,28786,24244,0,60,28786,119,0,36,0
"1302",9873166,"0",2000,"FORD","N",0,23,276,5,3,4200,63561,7,781,38150,42335,0,48,38150,90,12500,1,0
"1303",7823454,"0",1999,"JEEP","N",0,8,106,NA,NA,9998,0,0,709,37211,33500,4200,72,25111,75,3300,10,0
"1304",1962101,"0",0,"","N",1,24,156,13,9,11503,26574,43,638,6251,6599,500,60,5751,87,3750,0,0
"1305",3746253,"1",1999,"CHEV","Y",3,21,139,6,2,2251,2400,94,703,27200,23325,0,60,27200,124,3666.67,22500,1
"1306",6418358,"0",1999,"MAZDA","N",0,29,285,9,5,935,40130,2,720,27724,28225,3750,60,24479,91,875,167,0
"1307",817565,"0",1997,"CHCV","N",12,14,86,NA,NA,NA,NA,0,626,22076,20000,2076,60,20000,121,6298.67,44000,1
"1308",9381497,"1",2000,"DAEWOO","N",4,14,61,6,3,3458,4670,74,712,17478,13445,0,63,17478,139,3177,1,0
"1309",3913548,"0",1995,"FORD","N",0,2,33,NA,1,200,500,40,680,12790,11500,0,60,9290,82,715.95,59000,1
"1310",2849612,"0",2000,"CHEV","N",4,19,117,5,1,552,1970,28,664,21987,19923,0,60,21987,116,2000,1,0
"1311",7553845,"1",1996,"DODGE","N",1,2,38,NA,0,0,300,0,643,13884,12300,1884,60,12884,116,1800,40,1
"1312",8840212,"0",1998,"FORD","N",1,14,189,6,4,8934,23886,37,666,8600,8600,0,60,8600,100,0,24000,1
"1313",2121767,"1",2000,"TOYOTA","N",0,11,49,6,2,1853,10600,17,754,30286.38,29653,0,60,30286.38,102,3750,51,0
"1314",706048,"0",0,"","N",1,5,86,3,2,3873,4137,94,658,9900,8600,1500,60,8400,98,4000,0,0
"1315",4588879,"0",1994,"FORD","N",0,5,47,4,3,2692,3000,90,682,9279,10625,1000,54,8279,92,4083.33,70000,1
"1316",8663477,"1",2000,"HYNDAI","N",8,15,87,5,3,2686,3690,73,560,12600,11499,1500,60,10600,99,1733.33,1,0
"1317",3114074,"0",2000,"CHEVY","N",4,19,137,NA,4,7704,8097,95,677,16603,15405,0,66,13698,101,2336.17,1,0
"1318",448751,"1",1995,"OLDS","N",2,3,33,NA,NA,NA,NA,0,646,14000,12100,2200,54,12000,128,3856,47000,1
"1319",5853577,"0",1999,"CHEV","N",0,59,313,6,5,3157,157007,2,745,36820.21,38378,1500,66,31820.21,86,12500,1,1
"1320",8891317,"0",1996,"DODGE","N",0,15,282,10,6,12289,24800,50,694,11600,10250,1500,60,10100,110,1500,50000,1
"1321",9822730,"0",2000,"OLDS","N",0,21,155,8,5,54095,58076,93,650,35588,26985,1500,72,35549,132,8000,1,0
"1322",1057557,"0",2000,"DODGE","N",0,5,26,7,3,2590,2967,87,625,14229,13970,1000,60,13229,95,6550,1,0
"1323",7876696,"0",2000,"FORD","Y",1,6,165,4,3,3825,3300,116,686,15739,15200,0,66,15589,106,1800,1,0
"1324",1082889,"0",1994,"FORD","N",0,10,224,NA,NA,9998,9998,100,741,7300,6500,0,42,7300,115,1700,86000,1
"1325",805158,"0",1999,"BMW","N",0,38,187,10,7,23831,39665,60,689,32750,34900,0,72,32750,94,3750,12000,1
"1326",5446739,"0",1997,"MERCURY","N",0,25,134,NA,2,2083,9211,23,718,17056,16900,0,66,17056,105,2480,50000,1
"1327",160077,"1",2000,"CHEVY","Y",1,9,73,2,1,444,3500,13,706,34437.06,33715,1964.15,36,32472.91,96,3766.67,0,0
"1328",7405548,"1",1994,"PONTIAC","N",6,13,105,NA,NA,9998,0,0,627,9000,9500,1000,48,8100,95,4000,50000,0
"1329",4732080,"0",2000,"SATURN","Y",9,15,176,NA,NA,9998,0,0,600,14875,14065,1000,60,13875,100,4000,1,0
"1330",5618943,"0",1994,"FORD","N",1,23,269,4,3,21679,36533,59,686,8125,7500,1000,48,7125,95,5000,43868,1
"1331",7145682,"0",1999,"CHEVY","N",0,18,163,5,2,12406,37000,34,705,13365,12500,1400,66,11865,95,3500,29573,1
"1332",7539220,"1",1998,"FORD","N",2,23,87,10,4,9129,10600,86,633,23256.17,22900,500,48,22756.17,103,1805,21020,1
"1333",9556826,"0",1997,"OLDS","N",1,5,90,5,2,2181,4942,44,670,17614.13,18975,500,66,16114.13,88,0,69241,1
"1334",9710834,"0",2000,"CHEVY","N",0,16,111,NA,2,674,55390,1,780,21999.16,23525,3500,72,18499.16,92,3750,1,0
"1335",5480043,"0",1997,"BUICK","N",12,16,274,3,2,4823,5267,92,603,16629.7,17000,0,60,16629.7,99,5250,32000,1
"1336",2359324,"0",2000,"BUICK","N",0,10,453,NA,2,386,28234,1,799,22599,24463,1200,60,14099,58,2500,1,0
"1337",7744823,"1",2000,"CHEVY","N",2,28,205,7,5,16692,21946,76,623,0,28679,0,60,29063,103,3100,1,0
"1338",8953759,"0",2000,"CHEVY","N",0,30,116,13,11,39208,48356,81,686,27828,27946,0,60,27828,102,8583.33,1,0
"1339",3677321,"1",1998,"PONT","N",0,13,51,6,4,6790,11325,60,688,13436.88,12325,2000,60,11436.88,98,4500,51198,1
"1340",133926,"0",1995,"OLDS","Y",3,8,115,NA,5,3045,4202,72,663,11598,8950,2000,54,8198,93,2083.33,57332,1
"1341",4649938,"0",2000,"SATURN","N",0,12,269,NA,2,987,22605,4,756,19661,18905,1000,36,11661,62,1833.33,1,0
"1342",801303,"0",1994,"PONTIAC","N",0,43,155,7,3,9825,52121,19,697,5053,6000,0,48,5053,86,8600,65000,1
"1343",3829719,"0",2000,"CHEVY","N",5,8,59,NA,NA,9998,9998,100,675,20157,18250,688,60,19469,107,1664,0,0
"1344",516437,"0",2000,"NISSAN","N",1,22,106,8,6,4879,18290,27,679,25500,22000,3000,72,22500,103,12333.33,5,0
"1345",5701519,"0",2000,"NISSAN","N",2,6,46,3,1,528,500,106,606,25906,24132,0,60,25906,107,1833.33,50,0
"1346",8446410,"1",1998,"FORD","N",0,31,122,7,5,12363,21604,57,686,22990,21425,0,60,22990,107,4610,23000,1
"1347",1040403,"0",1999,"BUICK","N",0,4,265,NA,0,0,12310,0,769,17213.2,17213.2,4000,60,13213.2,78,1800,21000,1
"1348",8944104,"0",1998,"CHEVROLET","N",0,24,106,8,5,13315,42633,31,633,14902.7,14500,0,60,14902.7,110,4300,32000,1
"1349",3872693,"0",2000,"CHEVROLET","N",2,23,92,18,5,4318,6357,68,588,15540,14790,800,66,12290,83,1950,1,0
"1350",7665056,"0",0,"","N",0,32,342,13,7,13763,51138,27,696,7937,0,0,48,7937,100,7333.33,0,0
"1351",7445733,"0",1995,"DODGE","N",0,1,9,NA,NA,NA,NA,0,697,10643,9000,619,54,9724,108,2333.33,65000,1
"1352",9187510,"0",1998,"TOYOTA","N",0,16,117,7,6,18733,26745,70,660,22500,15750,0,48,13648,90,2666.67,45688,1
"1353",5973846,"0",2000,"FORD","N",3,25,267,2,1,2493,34320,7,711,27884,26775,500,72,23848,89,4500,1,0
"1354",4694911,"0",1996,"SATURN","N",0,14,61,7,2,2041,6200,33,733,12287.28,10200,0,66,12287.28,121,2141.67,75886,1
"1355",7174020,"0",1997,"CHEVY","",NA,NA,NA,NA,NA,NA,NA,0,NA,20771,18500,10000,60,10771,66,1833.33,19000,1
"1356",8459128,"0",1999,"CHEVROLET","N",0,17,108,4,1,1049,5000,21,756,29507.49,22060,1900,48,27607.49,125,4583.33,1,1
"1357",6016757,"0",0,"","N",0,18,342,6,2,3343,17222,19,764,10873.88,0,1100,60,9773.88,90,3000,0,0
"1358",3816361,"0",1997,"HONDA","N",5,17,161,7,5,3890,2707,144,660,15000,13500,2000,66,13000,101,2805.09,35637,1
"1359",7257003,"0",1998,"DODGE","N",3,9,89,4,2,920,700,131,NA,9990.34,9200,0,60,9990.34,140,4856,35000,0
"1360",5906385,"0",1999,"CHRYSLER","N",0,6,54,5,3,6454,6500,99,634,25171,26225,0,60,25171,100,3466.66,19015,1
"1361",9491489,"0",2000,"FORD","N",10,20,142,3,2,1638,3241,51,662,29787,23755,0,60,29787,134,4600,25,0
"1362",4635767,"1",2000,"HONDA","N",0,6,12,3,2,1978,3800,52,617,16586,16145,2000,66,14586,92,1550,1,0
"1363",7366103,"0",1998,"FORD","N",1,11,191,3,1,5756,15000,38,731,31740,32000,0,48,31740,99,5416.67,27500,1
"1364",4059722,"0",2000,"JEEP","",NA,NA,NA,NA,NA,NA,NA,0,NA,16425,16455,0,36,16425,100,3000,1,0
"1365",3685848,"0",2000,"CHEVY","N",0,36,197,NA,5,10116,69003,15,748,48549,49549,3500,24,45049,93,14583.33,1,0
"1366",6566607,"0",2000,"CHEVY","N",0,18,135,4,2,208,7750,3,790,25300,25838,4000,60,21300,88,7833.33,1,0
"1367",6867371,"1",2000,"CHEV","N",8,13,154,3,1,1232,0,0,668,32073,32073,0,60,32073,102,6666.67,1,0
"1368",5055136,"0",2000,"KIA","N",6,13,125,4,3,1083,3761,29,662,10900,10500,1000,60,9900,107,3166.67,1,0
"1369",1841843,"0",0,"","N",0,7,55,2,1,267,800,33,741,9599,8099,2000,60,7599,94,4000,0,0
"1370",8473368,"0",1995,"HONDA","N",0,10,55,4,3,1038,3503,30,751,16800.44,12000,1000,60,15800.44,141,1200,25000,1
"1371",915546,"0",1996,"CHEVROLET","N",1,18,312,8,5,1584,38830,4,727,8600,7000,1000,60,7600,116,4060,32000,1
"1372",9116799,"0",1997,"CHEVY","N",3,12,99,5,2,987,4900,20,653,15901,17050,0,60,13901,88,3033,79281,1
"1373",8431320,"0",1998,"MITS","N",0,1,52,2,1,4040,3800,106,675,21926,21000,4320,48,17606,85,2333.33,35720,1
"1374",8485083,"1",1997,"CHEVY","N",26,37,97,9,4,3777,6713,56,676,14508,10875,0,48,11969,114,4166.67,42000,1
"1375",9072105,"0",2000,"MERCEDES","N",0,20,174,6,3,12,3320,0,713,92999.75,89695,0,36,92999.75,104,291666.67,1,0
"1376",5181376,"0",1999,"CHEVY","Y",8,22,130,6,4,2560,2630,97,631,21239,21564,0,48,21239,98,7333.33,8000,1
"1377",1203567,"1",2000,"DODGE","N",0,7,49,5,1,2099,8600,24,717,22970,21835,123.69,60,22846.31,109,850,5818,0
"1378",1546697,"1",1997,"CHRYSLER","N",0,33,80,10,4,5529,5243,105,671,15956.75,16550,0,60,15956.75,97,10000,27129,1
"1379",4283914,"0",2000,"DODGE","N",7,11,174,2,1,279,298,94,627,44583,45600,2800,60,41783,92,4400,1,0
"1380",3132488,"1",2000,"SATURN","N",1,20,151,3,1,4090,21887,19,755,15300,14555,250,60,15050,106,5000,1,0
"1381",4349383,"0",1999,"DODGE","N",0,27,215,6,2,6857,23700,29,718,25600,29300,0,72,25600,92,3600,10,0
"1382",1531238,"0",1996,"SATURN","N",0,24,328,6,3,536,41700,1,788,6500,6000,1000,48,5500,92,5750,75000,1
"1383",7759479,"0",1996,"CHEVY","N",1,13,105,NA,4,6580,43777,15,623,7959.98,8550,0,54,7959.98,94,3313,46000,1
"1384",9553813,"0",1995,"NISSAN","N",0,41,183,7,3,9994,16657,60,690,14880.5,13950,0,54,15300.5,110,4166.67,33767,1
"1385",8065636,"0",2000,"DODGE","N",NA,NA,NA,NA,NA,NA,NA,0,746,28155,26760,227.07,60,27927.93,104,3227,14,0
"1386",1772620,"0",1995,"OLDS","N",6,9,49,3,2,1305,1000,131,590,9891,9075,0,48,6935,103,1987,40000,1
"1387",4351285,"0",1999,"CHEVY","N",0,50,166,21,19,96260,129549,74,677,17999,18230,3000,72,16020.81,94,1800,1,0
"1388",8277411,"0",1995,"CHEVY","N",4,11,131,6,4,1418,2882,49,674,15738,13250,1238,54,14500,118,4166.67,75000,1
"1389",7229565,"0",1999,"FORD","N",0,11,262,5,3,5136,13865,37,746,26060,20686,0,60,26060,129,2400,32,1
"1390",6971377,"0",2000,"JEEP","N",0,24,93,14,13,15309,35628,43,672,26439,23415,1000,60,25439,109,2355.42,10,0
"1391",6158089,"0",0,"","N",0,31,425,6,4,2386,46209,5,772,7000,7299,0,60,7000,103,3800,0,0
"1392",5230042,"1",1997,"MERCURY","N",2,10,115,3,2,702,9956,7,712,9530,11000,0,60,9530,101,6000,57000,1
"1393",443358,"1",2000,"CHEVY","N",2,15,70,8,6,1711,6438,27,682,29229.14,32470,96.73,60,29132.41,90,4000,3627,0
"1394",5331421,"0",2000,"PONT","N",1,24,115,NA,0,0,4600,0,712,36990,30005,0,60,39364,131,8666.67,1,0
"1395",1797676,"1",1994,"CHEYV","",0,2,5,NA,2,726,1000,73,NA,10841,11250,1000,42,9841,87,1483.33,39000,1
"1396",6117348,"1",2000,"DODGE","N",0,12,32,8,7,5026,11982,42,677,32790,32790,1250,72,30118,97,5100,18,0
"1397",7157816,"0",2000,"VW","N",0,16,126,7,3,7165,27700,26,705,25850,19825,207,60,25643,129,2500,1,0
"1398",2795361,"0",1998,"DODGE","N",1,2,32,NA,NA,NA,NA,0,NA,12200,10700,2000,60,10700,127,1200,10151,1
"1399",525404,"0",1996,"FORD","N",0,1,15,3,1,361,1600,23,664,9431.97,11150,0,60,9431.97,86,1000,43000,1
"1400",4209210,"0",2000,"FORD","N",1,31,234,10,8,17777,22694,78,624,25500,27670,0,60,25500,97,8383.33,1,0
"1401",3105628,"0",2000,"PONTIAC","N",0,11,163,3,2,2368,28360,8,791,22539,21810,1000,48,18778,86,6000,1,0
"1402",5431561,"0",1999,"CHEVROLET","N",6,15,46,5,4,4019,2695,149,623,16905,17100,0,63,16905,99,2083.33,4776,1
"1403",896646,"0",1997,"PONTIAC","Y",4,32,153,4,1,615,3200,19,651,10995,11325,0,60,11295,111,3333.33,31725,1
"1404",9831109,"0",1999,"SUZUKI","N",5,5,86,NA,NA,9998,9998,100,685,13941,13941,1000,60,12941,108,6833.33,19000,1
"1405",8830236,"0",2000,"TOYOTA","Y",10,35,226,7,6,2604,6431,40,640,16300,16902,0,60,16300,99,4500,1,0
"1406",5957183,"1",1997,"CHEVY","",NA,NA,NA,NA,NA,NA,NA,0,NA,21730,20250,3000,60,18730,93,10000,34000,1
"1407",5943234,"0",1998,"FORD","N",0,12,330,NA,0,0,8089,0,779,13877.87,10825,0,60,12877.87,124,1500,48003,1
"1408",3116911,"0",1999,"PONTIAC","N",0,3,31,NA,NA,NA,NA,0,668,13711,15250,6611,60,16700,110,1585.67,27000,1
"1409",6547452,"0",2000,"TOYOTA","N",0,7,377,NA,1,3111,15000,21,784,27600,30718,5900,60,21700,71,3300,1,0
"1410",2419350,"0",0,"","N",2,4,98,NA,NA,NA,NA,0,626,5971,5699,500,60,5471,124,4290,0,0
"1411",8382427,"0",1997,"CHEV","",NA,NA,NA,NA,NA,NA,NA,0,NA,9508.44,8975,300,60,8708.44,99,833,32000,1
"1412",9476737,"0",1998,"FORD","N",1,22,217,6,4,2080,42400,5,809,19530,19000,2200,66,10030,53,950,19380,1
"1413",8018827,"0",2000,"CHEVROLET","N",0,43,310,11,8,41238,100168,41,698,21000,22207,0,48,21000,95,6666.67,300,0
"1414",9335240,"0",1996,"FORD","N",0,9,87,3,2,2889,3000,96,712,8700,10300,0,60,8700,97,1800,66000,1
"1415",4600547,"0",2000,"DODGE","N",2,15,87,6,2,8059,7500,107,672,27212,24375,0,60,27212,113,3321,1,0
"1416",9594193,"0",1994,"OLDS","Y",9,29,247,4,3,7232,9366,77,610,7997,7700,1397,48,7697,119,4500,53000,1
"1417",5420942,"0",2000,"HONDA","N",0,3,214,2,1,436,4000,11,728,14171.14,16145,0,60,14171.14,94,2450,6,0
"1418",4785363,"0",2000,"FORD","Y",9,15,145,3,1,1230,1500,82,690,20342,18750,3647,39,20192,111,2330,1,0
"1419",3410805,"0",2000,"FORD","N",4,22,252,6,2,4133,20473,20,682,20515,18650,0,48,20515,113,2600,461,0
"1420",3133767,"0",1999,"BUICK","N",0,10,334,3,2,335,10063,3,803,19096.98,19000,2500,60,16596.98,88,3333.33,21160,1
"1421",4740498,"0",2000,"HONDA","Y",2,4,129,NA,NA,NA,NA,0,706,16945,16145,0,60,16945,110,4750,1,0
"1422",8087927,"0",1997,"TOYOTA","N",2,13,200,NA,2,5041,18430,27,699,19433,19325,0,60,16933,92,1068,33182,1
"1423",9503358,"0",2000,"DODGE","N",4,19,115,5,4,997,3100,32,670,36170,30995,1492.94,60,34677.06,115,4583.33,5,0
"1424",8768354,"1",1995,"JEEP","N",3,10,58,4,0,0,500,0,653,21497,15500,6475,60,15022,97,2750,70734,1
"1425",8976504,"0",1997,"DODGE","N",0,3,11,NA,0,0,4000,0,699,10530,11000,0,60,9030,95,3333.33,53000,1
"1426",6974812,"0",2000,"HYUNDAI","N",0,8,67,5,4,7826,11000,71,673,15310,15000,448,66,13000,87,2250,1,0
"1427",9497124,"0",2000,"PONTIAC","N",0,13,31,6,3,4903,10105,49,607,23805,23540,500,60,23305,100,5092,1,0
"1428",1086398,"0",1997,"TOYOTA","",NA,NA,NA,NA,NA,NA,NA,0,NA,13923,11025,2000,54,7665,70,2400,42421,1
"1429",7284851,"1",1996,"FORD","N",6,26,97,9,6,2744,2999,91,532,21711,20500,2300,60,18411,90,4583.33,58358,1
"1430",1722990,"1",1995,"FORD","Y",5,11,125,3,2,1569,1000,157,521,5071,5725,0,48,5071,122,2083.33,75654,1
"1431",2283106,"0",1999,"DODGE","N",0,17,169,7,2,3256,14300,23,749,35567,31170,58.3,60,35508.7,114,5160,25,0
"1432",141581,"0",2000,"FORD","N",5,23,158,3,1,34,37834,0,701,38097.27,38450,2000,48,36097.27,99,3333.33,1,0
"1433",6595713,"0",1997,"FORD","Y",8,19,121,5,3,1924,2374,81,NA,21189.4,22450,0,60,21189.4,94,2800,50000,1
"1434",4089348,"0",2000,"MERCURY","N",2,10,286,NA,2,2540,19400,13,684,30617,24300,10000,36,11417,48,3000,1,0
"1435",3881021,"0",2000,"CHEVY","N",5,15,109,NA,NA,9998,0,0,611,13705,15148,2000,60,11705,87,1916.67,1,0
"1436",8044497,"1",2000,"FORD","N",0,47,88,12,6,14449,26607,54,625,34240,35000,0,60,34240,98,4333.33,0,0
"1437",6791844,"0",2000,"TOYOTA","N",0,32,271,3,2,1107,72500,2,693,26370.66,26204,0,36,26370.66,101,20833.33,8,0
"1438",2678655,"0",1996,"NISSAN","N",0,1,63,NA,1,135,800,17,718,10690,12000,4000,36,6690,57,3250,91969,1
"1439",720604,"0",1998,"LINCOLN","N",1,56,235,11,5,8047,26400,30,693,0,35025,0,63,35400,104,8250,23107,1
"1440",8296960,"0",1999,"CHEV","N",0,4,48,2,1,485,1200,40,759,16090,13000,1500,66,13890,107,1916.67,0,0
"1441",2678592,"0",1998,"FORD","N",0,22,192,NA,5,4160,16233,26,758,11656.45,9750,0,60,9800,102,1500,36134,1
"1442",7394000,"0",2000,"TOYOTA","N",0,29,169,6,4,15189,36492,42,745,33519,32215,3800,60,29684,94,7500,1,0
"1443",2116219,"1",1999,"JEEP","N",0,41,282,6,4,16447,32464,51,719,28585,29900,0,48,28585,96,2200,11163,1
"1444",1638427,"1",1997,"FORD","N",0,14,132,7,5,4065,4700,86,689,1,10775,0,60,12387,116,1750,37613,1
"1445",9930517,"0",1998,"TOYOTA","N",0,10,191,5,3,15861,42810,37,741,12855,11400,0,60,12355,109,5953,17065,1
"1446",980048,"0",2000,"CHEVY","N",0,32,155,7,6,5679,33592,17,709,34429,29108,3000,60,31429,109,4786,1,0
"1447",8769937,"0",2000,"SATURN","N",0,11,480,NA,2,82,46837,0,788,18751.52,18000,6000,60,10751.52,61,1460,1,0
"1448",4430854,"1",2000,"KIA","N",0,45,137,6,3,4890,22888,21,725,22299.91,19045,0,60,22299.91,122,6750,101,0
"1449",7777631,"1",1997,"CHEVROLET","",NA,NA,NA,NA,NA,NA,NA,0,NA,15814.52,9000,4163.72,60,11650.8,129,625,28,1
"1450",8354437,"0",1997,"CHEV","N",2,9,145,5,2,61,5300,1,716,19147.25,15000,1000,60,14147.25,95,3696,29438,1
"1451",4161209,"0",1999,"DODGE","N",11,13,17,NA,NA,NA,NA,0,614,19757.23,21000,1272.23,66,18485,103,3083.33,27430,1
"1452",1346327,"0",1997,"MITSUBISHI","N",0,1,24,NA,NA,9998,0,0,656,13071.7,13725,4000,60,9071.7,76,6666.67,33000,1
"1453",2977351,"1",1998,"CHEVY","Y",7,8,20,NA,1,369,469,79,683,17996,17250,0,60,14696,86,8833.34,46000,1
"1454",6311214,"0",1997,"CHEVY","",NA,NA,NA,NA,NA,NA,NA,0,NA,10566.25,9500,500,60,10066.25,121,1600,33000,1
"1455",6048176,"0",1996,"SATURN","N",0,6,66,10,1,604,8550,7,705,10489,9500,100,60,10389,117,1416.67,41000,1
"1456",1432747,"0",2000,"TOYOTA","Y",25,41,175,4,3,5264,13015,40,619,14397,16500,0,36,14397,87,2000,16,0
"1457",2512470,"0",1995,"DODGE","N",1,11,218,4,3,829,943,88,680,7350,9075,0,54,6400,89,2300,83728,1
"1458",7916228,"0",1999,"CHEVY","N",0,23,232,1,0,0,47600,0,781,22596,20750,7500,60,15096,73,3333.33,20000,0
"1459",4379034,"1",1997,"SATURN","N",0,0,26,NA,NA,NA,NA,0,648,10500,12075,350,60,10964,107,1500,5224,1
"1460",7773645,"0",1999,"DODGE","N",1,4,37,3,1,59,300,20,661,31062,28000,2000,72,27062,97,6000,10906,1
"1461",1119571,"0",1997,"LINCOLN","N",5,17,341,6,5,18424,21404,86,636,20000,20075,4000,60,16000,88,5200,31000,1
"1462",6139050,"0",1998,"CHRYSLER","N",0,39,329,7,4,10633,74600,14,737,18666.97,16300,0,60,17666.97,108,6000,30952,1
"1463",8290300,"0",1999,"DODGE","Y",1,18,110,13,2,9393,12625,74,711,24300,17200,2000,66,22300,138,4333.34,21074,1
"1464",5629394,"0",2000,"CHEVY","N",0,22,162,4,3,6934,41100,17,763,44300,45199,2618,60,41682,95,14166.67,1,0
"1465",3583564,"1",1999,"CHEVY","N",0,29,157,6,4,605,108030,1,753,9915,9700,400,60,9515,113,3166.67,9352,1
"1466",9180877,"0",1999,"ISUZU","N",1,35,231,10,5,10459,41340,25,674,22818.59,25193,3358.57,36,19460.02,77,5000,109,1
"1467",8245078,"0",1997,"NISSAN","N",2,14,169,5,4,6924,69600,10,704,16426,15000,2000,60,14426,101,8333.33,32000,1
"1468",2273080,"0",0,"","N",0,30,184,9,4,27458,42100,65,694,7785.7,0,1000,54,6785.7,87,10000,0,0
"1469",4453047,"0",2000,"GMC","N",0,11,58,5,3,4142,6100,68,705,26808,24404,500,60,26308,110,3750,1,0
"1470",6835495,"0",1999,"HYUNDAI","N",0,18,213,10,9,15153,29619,51,635,13608,15100,2000,66,11608,78,5750,12069,1
"1471",9602575,"0",2000,"HYUNDAI","N",0,14,138,4,2,5143,43900,12,779,14242,13974,0,60,14242,107,23549,1,0
"1472",5818496,"1",2000,"FORD","N",3,4,105,NA,1,109,800,14,625,14596.5,13100,0,60,12886.5,111,1200,1,0
"1473",5756329,"0",2000,"HONDA","N",0,23,186,6,3,1858,21748,9,766,31171.49,27015,0,48,31171.49,119,1690,1,0
"1474",627984,"0",2000,"CHRYSLER","N",0,14,178,NA,4,13759,58102,24,740,36896.01,29215,3741.23,48,33154.78,113,5583.33,4,0
"1475",2907400,"0",2000,"CHEV","N",1,19,187,7,4,14858,16000,93,725,20692,19973,856,60,19836,103,7271,1,0
"1476",1314981,"0",1999,"DODGE","N",0,24,244,6,4,2535,41470,6,795,23845,24000,0,60,23845,107,5115,8987,1
"1477",7312093,"0",2000,"FORD","N",9,19,102,5,3,4087,6471,63,648,33500,35440,0,60,38500,109,6000,1,0
"1478",6676125,"0",1999,"SATURN","N",0,20,456,3,2,211,31410,1,739,12569,13200,0,60,12169,100,3333.33,30000,1
"1479",5545312,"0",1997,"OLDSMOBILE","N",0,10,70,7,6,8134,28500,29,720,19270.62,20475,0,36,19270.62,94,1833.33,28700,1
"1480",1231472,"0",0,"","N",0,3,16,3,1,364,500,73,658,7150,7200,2000,60,5150,72,2000,0,0
"1481",9597236,"0",1999,"PONTIAC","N",0,7,47,6,2,3575,5282,68,752,15659.22,16000,0,66,15659.22,104,3125,1,0
"1482",8196294,"0",2000,"TOYOTA","N",0,5,84,2,1,160,720,22,730,16220,15836,750,60,15470,98,2083.33,8,0
"1483",7477190,"0",1998,"FORD","N",0,4,35,5,4,1109,1169,95,670,17917,12100,2517,60,13200,139,1500,30000,1
"1484",4317358,"0",1999,"FORD","N",0,13,76,3,1,643,2700,24,730,12398,12050,3000,66,9398,79,5000,21000,1
"1485",935291,"0",1999,"PLYMOUTH","N",0,27,80,7,6,29416,38388,77,648,18883,19900,1045.14,60,17837.86,90,5416.67,28527,1
"1486",7594933,"1",2000,"DODGE","N",0,13,99,4,1,1701,2000,85,708,25699,28570,0,60,25699,90,2820.83,149,0
"1487",3576093,"0",2000,"TOYOTA","N",0,7,421,NA,0,0,13900,0,795,20869,22173,0,60,20869,94,535,1,0
"1488",8693114,"0",1997,"CHEVY","N",0,12,351,4,2,1541,28000,6,811,11494,11500,0,54,11494,116,3166.67,15,1
"1489",5251733,"1",1997,"HONDA","N",3,14,305,4,2,6441,6700,96,559,10700,13575,0,54,10700,87,2041.67,53000,1
"1490",7530414,"0",1999,"CHEVY","N",0,5,23,5,3,1825,2300,79,756,27619,25000,500,72,27119,108,9666.66,5,1
"1491",8970051,"0",1999,"FORD","N",0,20,103,NA,NA,NA,NA,0,712,11978,21210,0,72,11978,57,3166.67,5,0
"1492",7292634,"0",0,"","N",0,16,166,4,0,0,5500,0,765,7300,0,0,60,7300,100,2916.67,0,0
